,img,title,link,stepbystep,cuisine,portions,time,ingredients,favourite,likes,dislikes
1047,https://img09.rl0.ru/eda/c285x285i/s2.eda.ru/Photos/120131085017-151126163521-p-O-zharkoe-iz-kurici-s-ovoshhami.jpg,Жаркое из курицы с овощами,https://eda.ru/recepty/osnovnye-blyuda/zharkoe-iz-kurici-s-ovoshhami-43188,0,Узбекская кухня,4,1 час,"['{""id"": 13566, ""name"": ""Курица"", ""amount"": ""1 г""}', '{""id"": 13431, ""name"": ""Картофель"", ""amount"": ""300 г""}', '{""id"": 13430, ""name"": ""Чеснок"", ""amount"": ""4 зубчика""}', '{""id"": 15394, ""name"": ""Сладкий красный лук"", ""amount"": ""2 головки""}', '{""id"": 13439, ""name"": ""Помидоры"", ""amount"": ""4 штуки""}', '{""id"": 13467, ""name"": ""Сладкий перец"", ""amount"": ""1 штука""}', '{""id"": 13513, ""name"": ""Оливковое масло"", ""amount"": ""3 столовые ложки""}', '{""id"": 13421, ""name"": ""Соль"", ""amount"": ""по вкусу""}', '{""id"": 13420, ""name"": ""Перец черный молотый"", ""amount"": ""по вкусу""}', '{""id"": 13466, ""name"": ""Тимьян"", ""amount"": ""по вкусу""}']",824,21,3
1048,https://img07.rl0.ru/eda/c285x285i/s2.eda.ru/Photos/140424040926-140501205646-p-O-kurica-v-medovom-souse.jpg,Курица в медовом соусе,https://eda.ru/recepty/osnovnye-blyuda/kurica-v-medovom-souse-43735,0,Русская кухня,7,1 час,"['{""id"": 13566, ""name"": ""Курица"", ""amount"": ""1 штука""}', '{""id"": 13407, ""name"": ""Мед"", ""amount"": ""3 столовые ложки""}', '{""id"": 13629, ""name"": ""Морская соль"", ""amount"": ""по вкусу""}', '{""id"": 13819, ""name"": ""Розмарин"", ""amount"": ""1 столовая ложка""}', '{""id"": 13513, ""name"": ""Оливковое масло"", ""amount"": ""1 столовая ложка""}', '{""id"": 16102, ""name"": ""Белые кунжутные семечки "", ""amount"": ""1 столовая ложка""}', '{""id"": 13572, ""name"": ""Карри"", ""amount"": ""1 столовая ложка""}', '{""id"": 13447, ""name"": ""Яблоко"", ""amount"": ""1 штука""}']",745,21,4
1049,https://img05.rl0.ru/eda/c285x285i/s2.eda.ru/Photos/140612200952-140620134830-p-O-chechevica-v-tomatnom-souse.jpg,Чечевица в томатном соусе,https://eda.ru/recepty/osnovnye-blyuda/chechevica-v-tomatnom-souse-45052,0,Средиземноморская кухня,4,1 час,"['{""id"": 14164, ""name"": ""Зеленая французская чечевица"", ""amount"": ""200 г""}', '{""id"": 13430, ""name"": ""Чеснок"", ""amount"": ""4 зубчика""}', '{""id"": 13411, ""name"": ""Вода"", ""amount"": ""6 стаканов""}', '{""id"": 15174, ""name"": ""Оливковое масло extra virgin"", ""amount"": ""2 столовые ложки""}', '{""id"": 13518, ""name"": ""Помидоры черри"", ""amount"": ""250 г""}', '{""id"": 13695, ""name"": ""Томатный соус"", ""amount"": ""1 стакан""}', '{""id"": 13410, ""name"": ""Сахар"", ""amount"": ""2 чайные ложки""}', '{""id"": 13421, ""name"": ""Соль"", ""amount"": ""по вкусу""}', '{""id"": 13420, ""name"": ""Перец черный молотый"", ""amount"": ""по вкусу""}', '{""id"": 13413, ""name"": ""Лук репчатый"", ""amount"": ""1 штука""}']",511,21,1
1050,https://img09.rl0.ru/eda/c285x285i/s2.eda.ru/Photos/160123151717-160130204520-p-O-kurica-v-karameli-po-kitayski.jpg,Курица в карамели по‑китайски,https://eda.ru/recepty/osnovnye-blyuda/kurica-v-karameli-po-kitayski-57382,0,Китайская кухня,2,30 минут,"['{""id"": 13544, ""name"": ""Куриное филе"", ""amount"": ""500 г""}', '{""id"": 13570, ""name"": ""Соевый соус"", ""amount"": ""4 столовые ложки""}', '{""id"": 13410, ""name"": ""Сахар"", ""amount"": ""4 столовые ложки""}', '{""id"": 13430, ""name"": ""Чеснок"", ""amount"": ""3 зубчика""}', '{""id"": 13513, ""name"": ""Оливковое масло"", ""amount"": ""3 столовые ложки""}', '{""id"": 13467, ""name"": ""Сладкий перец"", ""amount"": ""1 штука""}']",978,21,3
1051,,Треска с картофелем в горчичном соусе,https://eda.ru/recepty/osnovnye-blyuda/treska-s-kartofelem-v-gorchichnom-souse-35388,0,Европейская кухня,2,45 минут,"['{""id"": 13686, ""name"": ""Филе трески"", ""amount"": ""340 г""}', '{""id"": 15359, ""name"": ""Красный картофель "", ""amount"": ""300 г""}', '{""id"": 13440, ""name"": ""Майонез"", ""amount"": ""120 г""}', '{""id"": 19543, ""name"": ""Дижонская горчица с хреном"", ""amount"": ""3 столовые ложки""}', '{""id"": 13482, ""name"": ""Лимонный сок"", ""amount"": ""2 столовые ложки""}', '{""id"": 13423, ""name"": ""Растительное масло"", ""amount"": ""1 столовая ложка""}', '{""id"": 13424, ""name"": ""Петрушка"", ""amount"": ""5 г""}', '{""id"": 13421, ""name"": ""Соль"", ""amount"": ""по вкусу""}', '{""id"": 13420, ""name"": ""Перец черный молотый"", ""amount"": ""по вкусу""}']",302,21,0
1052,,Диетическая куриная грудка в кефире с чесноком…,https://eda.ru/recepty/osnovnye-blyuda/dieticheskaja-kurinaja-grudka-v-kefire-s-chesnokom-i-zelenju-43584,0,Русская кухня,4,1 час,"['{""id"": 13557, ""name"": ""Кефир"", ""amount"": ""1 стакан""}', '{""id"": 13639, ""name"": ""Куриная грудка"", ""amount"": ""1 штука""}', '{""id"": 13425, ""name"": ""Укроп"", ""amount"": ""10 г""}', '{""id"": 13430, ""name"": ""Чеснок"", ""amount"": ""1 зубчик""}']",581,21,2
1053,https://img01.rl0.ru/eda/c285x285i/s2.eda.ru/Photos/120214132605-150709135851-p-O-govjadina-vellington-po-receptu-gordona-ramzi.jpg,Говядина «Веллингтон» по рецепту Гордона Рамзи,https://eda.ru/recepty/osnovnye-blyuda/govjadina-vellington-po-receptu-gordona-ramzi-51381,0,Итальянская кухня,4,1 час 10 минут,"['{""id"": 13887, ""name"": ""Говяжья вырезка"", ""amount"": ""750 г""}', '{""id"": 13509, ""name"": ""Шампиньоны"", ""amount"": ""400 г""}', '{""id"": 13937, ""name"": ""Пармская ветчина"", ""amount"": ""200 г""}', '{""id"": 13554, ""name"": ""Слоеное тесто"", ""amount"": ""500 г""}', '{""id"": 15253, ""name"": ""Английская горчица"", ""amount"": ""2 столовые ложки""}', '{""id"": 13478, ""name"": ""Яичный желток"", ""amount"": ""2 штуки""}', '{""id"": 13458, ""name"": ""Пшеничная мука"", ""amount"": ""10 г""}', '{""id"": 13513, ""name"": ""Оливковое масло"", ""amount"": ""2 столовые ложки""}', '{""id"": 13629, ""name"": ""Морская соль"", ""amount"": ""щепотка""}', '{""id"": 14981, ""name"": ""Свежемолотый черный перец"", ""amount"": ""5 г""}']",1138,20,6
1054,https://img09.rl0.ru/eda/c285x285i/s1.eda.ru/Photos/120213182322-180620102722-p-O-omuraysu.jpg,Омурайсу,https://eda.ru/recepty/osnovnye-blyuda/omuraysu-124983,1,Японская кухня,2,25 минут,"['{""id"": 13413, ""name"": ""Лук репчатый"", ""amount"": ""60 г""}', '{""id"": 13566, ""name"": ""Курица"", ""amount"": ""150 г""}', '{""id"": 13415, ""name"": ""Зеленый горошек"", ""amount"": ""30 г""}', '{""id"": 58517, ""name"": ""Вареный жасминовый рис"", ""amount"": ""360 г""}', '{""id"": 13772, ""name"": ""Кетчуп"", ""amount"": ""3 столовые ложки""}', '{""id"": 13570, ""name"": ""Соевый соус"", ""amount"": ""1 столовая ложка""}', '{""id"": 13423, ""name"": ""Растительное масло"", ""amount"": ""60 мл""}', '{""id"": 13418, ""name"": ""Яйцо куриное"", ""amount"": ""4 штуки""}', '{""id"": 13474, ""name"": ""Сливки"", ""amount"": ""2 столовые ложки""}', '{""id"": 13424, ""name"": ""Петрушка"", ""amount"": ""по вкусу""}', '{""id"": 13421, ""name"": ""Соль"", ""amount"": ""по вкусу""}']",404,20,6
1055,https://img07.rl0.ru/eda/c285x285i/s1.eda.ru/Photos/150506002001-150513173050-p-O-zharenaja-kambala.jpg,Жареная камбала,https://eda.ru/recepty/osnovnye-blyuda/zharenaja-kambala-50593,1,Молдавская кухня,2,5 минут,"['{""id"": 14019, ""name"": ""Камбала"", ""amount"": ""500 г""}', '{""id"": 13458, ""name"": ""Пшеничная мука"", ""amount"": ""200 г""}', '{""id"": 13421, ""name"": ""Соль"", ""amount"": ""щепотка""}', '{""id"": 13420, ""name"": ""Перец черный молотый"", ""amount"": ""по вкусу""}', '{""id"": 13423, ""name"": ""Растительное масло"", ""amount"": ""200 мл""}']",298,20,1
1056,https://img09.rl0.ru/eda/c285x285i/s1.eda.ru/Photos/120131082810-120213175033-p-O-kurica-s-limonom-olivkami.jpg,Курица с лимоном и оливками,https://eda.ru/recepty/osnovnye-blyuda/kurica-s-limonom-olivkami-15168,0,,4,50 минут,"['{""id"": 13427, ""name"": ""Лимон"", ""amount"": ""1 штука""}', '{""id"": 13566, ""name"": ""Курица"", ""amount"": ""700 г""}', '{""id"": 13430, ""name"": ""Чеснок"", ""amount"": ""1 головка""}', '{""id"": 13650, ""name"": ""Оливки"", ""amount"": ""16 штук""}', '{""id"": 13431, ""name"": ""Картофель"", ""amount"": ""500 г""}', '{""id"": 13513, ""name"": ""Оливковое масло"", ""amount"": ""3 столовые ложки""}', '{""id"": 13420, ""name"": ""Перец черный молотый"", ""amount"": ""по вкусу""}', '{""id"": 13421, ""name"": ""Соль"", ""amount"": ""по вкусу""}', '{""id"": 13586, ""name"": ""Зелень"", ""amount"": ""по вкусу""}']",359,20,6
1057,https://img03.rl0.ru/eda/c285x285i/s2.eda.ru/Photos/150601195902-150610134115-p-O-pechen-po-venecianski-c-pjure.jpg,Печень по‑венециански c пюре,https://eda.ru/recepty/osnovnye-blyuda/pechen-po-venecianski-c-pjure-26591,0,Итальянская кухня,1,20 минут,"['{""id"": 13910, ""name"": ""Телячья печень"", ""amount"": ""150 г""}', '{""id"": 13413, ""name"": ""Лук репчатый"", ""amount"": ""300 г""}', '{""id"": 13458, ""name"": ""Пшеничная мука"", ""amount"": ""по вкусу""}', '{""id"": 13459, ""name"": ""Мясной бульон"", ""amount"": ""2 столовые ложки""}', '{""id"": 13431, ""name"": ""Картофель"", ""amount"": ""3 штуки""}', '{""id"": 13453, ""name"": ""Молоко"", ""amount"": ""150 мл""}', '{""id"": 13412, ""name"": ""Сливочное масло"", ""amount"": ""20 г""}', '{""id"": 13513, ""name"": ""Оливковое масло"", ""amount"": ""100 мл""}', '{""id"": 13424, ""name"": ""Петрушка"", ""amount"": ""по вкусу""}']",525,20,2
1058,https://img01.rl0.ru/eda/c285x285i/s2.eda.ru/Photos/120131083524-120213175244-p-O-losos-zapechennij-s-kartofelem-olivkami.jpg,"Лосось, запеченный с картофелем и оливками",https://eda.ru/recepty/osnovnye-blyuda/losos-zapechennij-s-kartofelem-olivkami-15751,0,Итальянская кухня,8,50 минут,"['{""id"": 13706, ""name"": ""Филе лосося"", ""amount"": ""8 штук""}', '{""id"": 13431, ""name"": ""Картофель"", ""amount"": ""1 кг""}', '{""id"": 13513, ""name"": ""Оливковое масло"", ""amount"": ""5 столовых ложек""}', '{""id"": 13643, ""name"": ""Красный лук"", ""amount"": ""3 головки""}', '{""id"": 13442, ""name"": ""Маслины"", ""amount"": ""3 столовые ложки""}', '{""id"": 13422, ""name"": ""Уксус"", ""amount"": ""2 столовые ложки""}', '{""id"": 13461, ""name"": ""Базилик"", ""amount"": ""3 столовые ложки""}', '{""id"": 14031, ""name"": ""Ночная фиалка"", ""amount"": ""100 г""}']",496,20,2
1059,https://img07.rl0.ru/eda/c285x285i/s1.eda.ru/Photos/120213182322-120213182530-p-O-svinie-otbivnie-s-koriandrom.jpg,Свиные отбивные с кориандром,https://eda.ru/recepty/osnovnye-blyuda/svinie-otbivnie-s-koriandrom-19574,0,Средиземноморская кухня,2,20 минут,"['{""id"": 14693, ""name"": ""Жареный кумин (зира) "", ""amount"": ""1 столовая ложка""}', '{""id"": 13976, ""name"": ""Семена кориандра"", ""amount"": ""1 столовая ложка""}', '{""id"": 13430, ""name"": ""Чеснок"", ""amount"": ""3 зубчика""}', '{""id"": 13513, ""name"": ""Оливковое масло"", ""amount"": ""2 столовые ложки""}', '{""id"": 14067, ""name"": ""Свиные отбивные"", ""amount"": ""2 штуки""}', '{""id"": 13630, ""name"": ""Кинза"", ""amount"": ""¼ пучка""}', '{""id"": 13421, ""name"": ""Соль"", ""amount"": ""по вкусу""}', '{""id"": 13420, ""name"": ""Перец черный молотый"", ""amount"": ""по вкусу""}', '{""id"": 13598, ""name"": ""Лайм"", ""amount"": ""1 штука""}']",452,20,5
1060,https://img03.rl0.ru/eda/c285x285i/s1.eda.ru/Photos/120213175531-1202131756261-p-O-prjanij-zapechennij-kartofel.jpg,Пряный запеченный картофель,https://eda.ru/recepty/osnovnye-blyuda/prjanij-zapechennij-kartofel-16822,0,,6,40 минут,"['{""id"": 13407, ""name"": ""Мед"", ""amount"": ""1 чайная ложка""}', '{""id"": 13514, ""name"": ""Дижонская горчица"", ""amount"": ""1 столовая ложка""}', '{""id"": 13572, ""name"": ""Карри"", ""amount"": ""1 столовая ложка""}', '{""id"": 13440, ""name"": ""Майонез"", ""amount"": ""5 столовых ложек""}', '{""id"": 13412, ""name"": ""Сливочное масло"", ""amount"": ""25 г""}', '{""id"": 13431, ""name"": ""Картофель"", ""amount"": ""1 кг""}']",745,20,8
1061,https://img09.rl0.ru/eda/c285x285i/s1.eda.ru/Photos/120213180745-120213180922-p-O-kurica-s-tomatami.jpg,Курица с томатами,https://eda.ru/recepty/osnovnye-blyuda/kurica-s-tomatami-18365,0,,4,50 минут,"['{""id"": 13413, ""name"": ""Лук репчатый"", ""amount"": ""1 головка""}', '{""id"": 13639, ""name"": ""Куриная грудка"", ""amount"": ""6 штук""}', '{""id"": 13430, ""name"": ""Чеснок"", ""amount"": ""1 зубчик""}', '{""id"": 13452, ""name"": ""Ветчина"", ""amount"": ""50 г""}', '{""id"": 13722, ""name"": ""Консервированные помидоры"", ""amount"": ""800 г""}', '{""id"": 14139, ""name"": ""Специи"", ""amount"": ""по вкусу""}', '{""id"": 13424, ""name"": ""Петрушка"", ""amount"": ""5 г""}', '{""id"": 13925, ""name"": ""Белая консервированная фасоль"", ""amount"": ""½ банки""}']",337,20,0
1062,https://img05.rl0.ru/eda/c285x285i/s2.eda.ru/Photos/120131085148-171101001438-p-O-jeskalopi-iz-svinini-pod-sirno-chesnochnoj-korochkoj.jpg,Эскалопы из свинины под сырно-чесночной корочкой,https://eda.ru/recepty/osnovnye-blyuda/jeskalopi-iz-svinini-pod-sirno-chesnochnoj-korochkoj-26848,0,,4,1 час,"['{""id"": 13480, ""name"": ""Свинина"", ""amount"": ""800 г""}', '{""id"": 13965, ""name"": ""Твердый сыр"", ""amount"": ""80 г""}', '{""id"": 13479, ""name"": ""Панировочные сухари"", ""amount"": ""70 г""}', '{""id"": 13478, ""name"": ""Яичный желток"", ""amount"": ""1 штука""}', '{""id"": 13430, ""name"": ""Чеснок"", ""amount"": ""2 зубчика""}', '{""id"": 13423, ""name"": ""Растительное масло"", ""amount"": ""3 столовые ложки""}', '{""id"": 13424, ""name"": ""Петрушка"", ""amount"": ""по вкусу""}', '{""id"": 14598, ""name"": ""Смесь салатных листьев"", ""amount"": ""по вкусу""}', '{""id"": 13421, ""name"": ""Соль"", ""amount"": ""по вкусу""}', '{""id"": 13420, ""name"": ""Перец черный молотый"", ""amount"": ""по вкусу""}']",233,20,4
1063,https://img03.rl0.ru/eda/c285x285i/s2.eda.ru/Photos/150601195902-150610133801-p-O-teljatina-v-limonnom-souse-s-kuminom.jpg,Телятина в лимонном соусе с кумином,https://eda.ru/recepty/osnovnye-blyuda/teljatina-v-limonnom-souse-s-kuminom-26577,0,Армянская кухня,6,5 минут,"['{""id"": 13473, ""name"": ""Телятина"", ""amount"": ""1,2 кг""}', '{""id"": 13475, ""name"": ""Топленое масло"", ""amount"": ""50 г""}', '{""id"": 14352, ""name"": ""Молотый кумин (зира) "", ""amount"": ""щепотка""}', '{""id"": 13427, ""name"": ""Лимон"", ""amount"": ""2 штуки""}', '{""id"": 13424, ""name"": ""Петрушка"", ""amount"": ""20 г""}', '{""id"": 13421, ""name"": ""Соль"", ""amount"": ""по вкусу""}', '{""id"": 13420, ""name"": ""Перец черный молотый"", ""amount"": ""по вкусу""}']",385,20,3
1064,https://img09.rl0.ru/eda/c285x285i/s1.eda.ru/Photos/120214160714-120214160913-p-O-grechnevie-kotleti-s-shampinonami.jpg,Гречневые котлеты с шампиньонами,https://eda.ru/recepty/osnovnye-blyuda/grechnevie-kotleti-s-shampinonami-30811,0,Русская кухня,6,40 минут,"['{""id"": 13564, ""name"": ""Гречневая крупа"", ""amount"": ""1 стакан""}', '{""id"": 13509, ""name"": ""Шампиньоны"", ""amount"": ""10 штук""}', '{""id"": 13413, ""name"": ""Лук репчатый"", ""amount"": ""1 головка""}', '{""id"": 13586, ""name"": ""Зелень"", ""amount"": ""1 пучок""}', '{""id"": 13421, ""name"": ""Соль"", ""amount"": ""2 чайные ложки""}', '{""id"": 13420, ""name"": ""Перец черный молотый"", ""amount"": ""по вкусу""}', '{""id"": 14139, ""name"": ""Специи"", ""amount"": ""по вкусу""}']",1110,20,9
1065,https://img03.rl0.ru/eda/c285x285i/s1.eda.ru/Photos/120213184513-120213184605-p-O-zapechennaja-tikva-s-medom.jpg,Запеченная тыква с медом,https://eda.ru/recepty/osnovnye-blyuda/zapechennaja-tikva-s-medom-21041,0,Турецкая кухня,6,55 минут,"['{""id"": 13774, ""name"": ""Тыква"", ""amount"": ""1 кг""}', '{""id"": 13819, ""name"": ""Розмарин"", ""amount"": ""1 чайная ложка""}', '{""id"": 13412, ""name"": ""Сливочное масло"", ""amount"": ""1 столовая ложка""}', '{""id"": 13407, ""name"": ""Мед"", ""amount"": ""2 столовые ложки""}']",591,20,3
1066,https://img07.rl0.ru/eda/c285x285i/s2.eda.ru/Photos/120213181923-120213182025-p-O-ossobuko-s-gremolatoj.jpg,Оссобуко с гремолатой,https://eda.ru/recepty/osnovnye-blyuda/ossobuko-s-gremolatoj-19240,0,Итальянская кухня,4,3 часа,"['{""id"": 13513, ""name"": ""Оливковое масло"", ""amount"": ""2 столовые ложки""}', '{""id"": 13413, ""name"": ""Лук репчатый"", ""amount"": ""1 головка""}', '{""id"": 13430, ""name"": ""Чеснок"", ""amount"": ""3 зубчика""}', '{""id"": 14818, ""name"": ""Телятина с мозговой костью"", ""amount"": ""1 кг""}', '{""id"": 13458, ""name"": ""Пшеничная мука"", ""amount"": ""2 столовые ложки""}', '{""id"": 13406, ""name"": ""Белое сухое вино"", ""amount"": ""250 мл""}', '{""id"": 13722, ""name"": ""Консервированные помидоры"", ""amount"": ""400 г""}', '{""id"": 14126, ""name"": ""Рубленая петрушка"", ""amount"": ""2 столовые ложки""}', '{""id"": 13545, ""name"": ""Куриный бульон"", ""amount"": ""250 мл""}', '{""id"": 13526, ""name"": ""Лимонная цедра"", ""amount"": ""2 чайные ложки""}']",203,20,3
1067,https://img07.rl0.ru/eda/c285x285i/s2.eda.ru/Photos/120213175727-120213175810-p-O-kurica-v-kunzhute.jpg,Курица в кунжуте,https://eda.ru/recepty/osnovnye-blyuda/kurica-v-kunzhute-17332,0,Американская кухня,4,1 час,"['{""id"": 13544, ""name"": ""Куриное филе"", ""amount"": ""500 г""}', '{""id"": 13739, ""name"": ""Кунжутные семечки"", ""amount"": ""30 г""}', '{""id"": 13421, ""name"": ""Соль"", ""amount"": ""по вкусу""}', '{""id"": 13423, ""name"": ""Растительное масло"", ""amount"": ""по вкусу""}', '{""id"": 13465, ""name"": ""Молотый красный перец"", ""amount"": ""по вкусу""}']",588,20,4
1068,https://img09.rl0.ru/eda/c285x285i/s1.eda.ru/Photos/120130134334-120213181138-p-O-kuskus-s-indejkoj-pod-slivochnim-sousom.jpg,Кускус с индейкой под сливочным соусом,https://eda.ru/recepty/osnovnye-blyuda/kuskus-s-indejkoj-pod-slivochnim-sousom-18480,0,,4,40 минут,"['{""id"": 13777, ""name"": ""Кускус"", ""amount"": ""1 стакан""}', '{""id"": 13768, ""name"": ""Индейка"", ""amount"": ""600 г""}', '{""id"": 13485, ""name"": ""Сметана"", ""amount"": ""1 банка""}', '{""id"": 13474, ""name"": ""Сливки"", ""amount"": ""250 мл""}', '{""id"": 14352, ""name"": ""Молотый кумин (зира) "", ""amount"": ""2 чайные ложки""}', '{""id"": 13513, ""name"": ""Оливковое масло"", ""amount"": ""1 столовая ложка""}', '{""id"": 13704, ""name"": ""Бульонный кубик"", ""amount"": ""1 штука""}']",459,20,4
1069,https://img05.rl0.ru/eda/c285x285i/s1.eda.ru/Photos/120131112107-120213175749-p-O-riba-v-kljare.jpg,Рыба в кляре,https://eda.ru/recepty/osnovnye-blyuda/riba-v-kljare-17296,0,,4,1 час 30 минут,"['{""id"": 13785, ""name"": ""Филе рыбы"", ""amount"": ""500 г""}', '{""id"": 13427, ""name"": ""Лимон"", ""amount"": ""1 штука""}', '{""id"": 13424, ""name"": ""Петрушка"", ""amount"": ""150 г""}', '{""id"": 13458, ""name"": ""Пшеничная мука"", ""amount"": ""2 столовые ложки""}', '{""id"": 13421, ""name"": ""Соль"", ""amount"": ""по вкусу""}', '{""id"": 13418, ""name"": ""Яйцо куриное"", ""amount"": ""2 штуки""}', '{""id"": 13420, ""name"": ""Перец черный молотый"", ""amount"": ""по вкусу""}']",271,20,0
1070,https://img07.rl0.ru/eda/c285x285i/s2.eda.ru/Photos/120213180404-160329195045-p-O-kurica-s-olivkami-tomatami.jpg,Курица с оливками и томатами,https://eda.ru/recepty/osnovnye-blyuda/kurica-s-olivkami-tomatami-27217,0,Европейская кухня,6,40 минут,"['{""id"": 13430, ""name"": ""Чеснок"", ""amount"": ""2 зубчика""}', '{""id"": 13566, ""name"": ""Курица"", ""amount"": ""6 кусков""}', '{""id"": 13439, ""name"": ""Помидоры"", ""amount"": ""4 штуки""}', '{""id"": 13520, ""name"": ""Томатная паста "", ""amount"": ""2 столовые ложки""}', '{""id"": 15156, ""name"": ""Оливки без косточек"", ""amount"": ""200 г""}', '{""id"": 13424, ""name"": ""Петрушка"", ""amount"": ""35 г""}', '{""id"": 13545, ""name"": ""Куриный бульон"", ""amount"": ""2 стакана""}', '{""id"": 13513, ""name"": ""Оливковое масло"", ""amount"": ""½ стакана""}']",635,20,2
1071,https://img07.rl0.ru/eda/c285x285i/s2.eda.ru/Photos/140702130221-150101144726-p-O-sibas-s-tomatami-italjanskimi-travami.jpg,Сибас с томатами и итальянскими травами,https://eda.ru/recepty/osnovnye-blyuda/sibas-s-tomatami-italjanskimi-travami-21786,0,Средиземноморская кухня,1,30 минут,"['{""id"": 13973, ""name"": ""Сибас"", ""amount"": ""150 г""}', '{""id"": 13513, ""name"": ""Оливковое масло"", ""amount"": ""40 мл""}', '{""id"": 13444, ""name"": ""Анчоусы"", ""amount"": ""5 г""}', '{""id"": 13577, ""name"": ""Орегано"", ""amount"": ""1 г""}', '{""id"": 13582, ""name"": ""Цукини"", ""amount"": ""30 г""}', '{""id"": 13518, ""name"": ""Помидоры черри"", ""amount"": ""30 г""}', '{""id"": 13819, ""name"": ""Розмарин"", ""amount"": ""2 г""}', '{""id"": 13421, ""name"": ""Соль"", ""amount"": ""по вкусу""}', '{""id"": 13758, ""name"": ""Молотый белый перец"", ""amount"": ""1 г""}']",625,20,0
1072,https://img01.rl0.ru/eda/c285x285i/s1.eda.ru/Photos/120131085148-120213175349-p-O-kartofel-s-rozmarinom.jpg,Картофель с розмарином,https://eda.ru/recepty/osnovnye-blyuda/kartofel-s-rozmarinom-16051,0,,3,1 час,"['{""id"": 13431, ""name"": ""Картофель"", ""amount"": ""400 г""}', '{""id"": 13412, ""name"": ""Сливочное масло"", ""amount"": ""30 г""}', '{""id"": 13513, ""name"": ""Оливковое масло"", ""amount"": ""13 столовых ложек""}', '{""id"": 13819, ""name"": ""Розмарин"", ""amount"": ""1 пучок""}', '{""id"": 13421, ""name"": ""Соль"", ""amount"": ""по вкусу""}', '{""id"": 13420, ""name"": ""Перец черный молотый"", ""amount"": ""по вкусу""}']",496,20,1
1073,https://img05.rl0.ru/eda/c285x285i/s1.eda.ru/Photos/120505175012-120514141400-p-O-shashlichki-iz-semgi.jpg,Шашлычки из семги,https://eda.ru/recepty/osnovnye-blyuda/shashlichki-iz-semgi-31607,0,,4,1 час,"['{""id"": 14432, ""name"": ""Филе семги"", ""amount"": ""500 г""}', '{""id"": 13582, ""name"": ""Цукини"", ""amount"": ""3 штуки""}', '{""id"": 14305, ""name"": ""Соус терияки"", ""amount"": ""4 столовые ложки""}', '{""id"": 13482, ""name"": ""Лимонный сок"", ""amount"": ""30 мл""}', '{""id"": 13421, ""name"": ""Соль"", ""amount"": ""по вкусу""}']",243,20,0
1074,https://img03.rl0.ru/eda/c285x285i/s1.eda.ru/Photos/120213175233-120213175328-p-O-govjadina-zapechennaja.jpg,Говядина запеченная,https://eda.ru/recepty/osnovnye-blyuda/govjadina-zapechennaja-15924,0,,4,35 минут,"['{""id"": 13421, ""name"": ""Соль"", ""amount"": ""по вкусу""}', '{""id"": 13420, ""name"": ""Перец черный молотый"", ""amount"": ""по вкусу""}', '{""id"": 13430, ""name"": ""Чеснок"", ""amount"": ""4 зубчика""}', '{""id"": 13887, ""name"": ""Говяжья вырезка"", ""amount"": ""1 кг""}']",329,20,5
1075,https://img05.rl0.ru/eda/c285x285i/s1.eda.ru/Photos/120213175629-1202131757071-p-O-baklazhani-farshirovannie.jpg,Баклажаны фаршированные,https://eda.ru/recepty/osnovnye-blyuda/baklazhani-farshirovannie-17069,0,Авторская кухня,6,1 час,"['{""id"": 13681, ""name"": ""Мясо"", ""amount"": ""500 г""}', '{""id"": 13471, ""name"": ""Баклажаны"", ""amount"": ""1,5 кг""}', '{""id"": 13435, ""name"": ""Рис"", ""amount"": ""½ стакана""}', '{""id"": 13413, ""name"": ""Лук репчатый"", ""amount"": ""2 головки""}', '{""id"": 13421, ""name"": ""Соль"", ""amount"": ""по вкусу""}', '{""id"": 13420, ""name"": ""Перец черный молотый"", ""amount"": ""по вкусу""}', '{""id"": 13426, ""name"": ""Сыр"", ""amount"": ""100 г""}', '{""id"": 13520, ""name"": ""Томатная паста "", ""amount"": ""100 г""}']",546,20,4
1076,https://img01.rl0.ru/eda/c285x285i/s1.eda.ru/Photos/120830122212-120908102528-p-O-kurica-s-gribami-v-souse-iz-feti.jpg,Курица с грибами в соусе из феты,https://eda.ru/recepty/osnovnye-blyuda/kurica-s-gribami-v-souse-iz-feti-33507,0,,2,30 минут,"['{""id"": 15008, ""name"": ""Филе куриной грудки"", ""amount"": ""2 штуки""}', '{""id"": 13449, ""name"": ""Морковь"", ""amount"": ""½ штуки""}', '{""id"": 13472, ""name"": ""Свежие грибы"", ""amount"": ""1 стакан""}', '{""id"": 13513, ""name"": ""Оливковое масло"", ""amount"": ""1 столовая ложка""}', '{""id"": 13421, ""name"": ""Соль"", ""amount"": ""по вкусу""}', '{""id"": 13420, ""name"": ""Перец черный молотый"", ""amount"": ""по вкусу""}', '{""id"": 13594, ""name"": ""Красное сухое вино"", ""amount"": ""½ стакана""}', '{""id"": 13644, ""name"": ""Сыр фета"", ""amount"": ""2 столовые ложки""}']",523,20,4
