img,title,link,stepbystep,cuisine,portions,time,ingredients,favourite,likes,dislikes
https://img07.rl0.ru/eda/c285x285i/s2.eda.ru/Photos/140812180013-140822085646-p-O-bananovyy-desert.jpg,Банановый десерт.,https://eda.ru/recepty/vypechka-deserty/bananovyy-desert-46070,0,Тайская кухня,4,1 час,"['{""id"": 16487, ""name"": ""Печенье «Топленое молоко»"", ""amount"": ""200 г""}', '{""id"": 13412, ""name"": ""Сливочное масло"", ""amount"": ""80 г""}', '{""id"": 13485, ""name"": ""Сметана"", ""amount"": ""400 г""}', '{""id"": 13453, ""name"": ""Молоко"", ""amount"": ""½ стакана""}', '{""id"": 13410, ""name"": ""Сахар"", ""amount"": ""5 столовых ложек""}', '{""id"": 13546, ""name"": ""Какао"", ""amount"": ""4 столовые ложки""}', '{""id"": 13503, ""name"": ""Желатин"", ""amount"": ""10 г""}', '{""id"": 13547, ""name"": ""Бананы"", ""amount"": ""6 штук""}']",1397,47,2
https://img05.rl0.ru/eda/c285x285i/s1.eda.ru/Photos/120214131925-120214132156-p-O-limonnij-pirog-iz-pesochnogo-testa.jpg,Лимонный пирог из песочного теста,https://eda.ru/recepty/vypechka-deserty/limonnij-pirog-iz-pesochnogo-testa-25057,0,,12,1 час 10 минут,"['{""id"": 13458, ""name"": ""Пшеничная мука"", ""amount"": ""400 г""}', '{""id"": 13412, ""name"": ""Сливочное масло"", ""amount"": ""200 г""}', '{""id"": 13418, ""name"": ""Яйцо куриное"", ""amount"": ""2 штуки""}', '{""id"": 13672, ""name"": ""Разрыхлитель"", ""amount"": ""1 чайная ложка""}', '{""id"": 13427, ""name"": ""Лимон"", ""amount"": ""2 штуки""}', '{""id"": 13410, ""name"": ""Сахар"", ""amount"": ""250 г""}', '{""id"": 14052, ""name"": ""Кукурузный крахмал"", ""amount"": ""1 столовая ложка""}']",809,46,7
https://img01.rl0.ru/eda/c285x285i/s1.eda.ru/Photos/120214133943-120214134628-p-O-bulochka-s-koricey.jpg,Булочка с корицей,https://eda.ru/recepty/vypechka-deserty/bulochka-s-koricey-26383,0,Шведская кухня,12,50 минут,"['{""id"": 13412, ""name"": ""Сливочное масло"", ""amount"": ""200 г""}', '{""id"": 13453, ""name"": ""Молоко"", ""amount"": ""500 мл""}', '{""id"": 13458, ""name"": ""Пшеничная мука"", ""amount"": ""1,5 кг""}', '{""id"": 13421, ""name"": ""Соль"", ""amount"": ""1 чайная ложка""}', '{""id"": 13410, ""name"": ""Сахар"", ""amount"": ""160 г""}', '{""id"": 13659, ""name"": ""Свежие дрожжи"", ""amount"": ""50 г""}', '{""id"": 13555, ""name"": ""Корица"", ""amount"": ""по вкусу""}', '{""id"": 16238, ""name"": ""Кристаллизованный сахар"", ""amount"": ""по вкусу""}', '{""id"": 13418, ""name"": ""Яйцо куриное"", ""amount"": ""1 штука""}']",974,46,7
https://img01.rl0.ru/eda/c285x285i/s1.eda.ru/Photos/150601195902-150610125801-p-O-pirog-s-tikvoj-sirom.jpg,Пирог с тыквой и сыром,https://eda.ru/recepty/vypechka-deserty/pirog-s-tikvoj-sirom-26014,0,Европейская кухня,8,1 час 10 минут,"['{""id"": 13458, ""name"": ""Пшеничная мука"", ""amount"": ""200 г""}', '{""id"": 13412, ""name"": ""Сливочное масло"", ""amount"": ""120 г""}', '{""id"": 15378, ""name"": ""Семечки тыквы"", ""amount"": ""50 г""}', '{""id"": 13421, ""name"": ""Соль"", ""amount"": ""щепотка""}', '{""id"": 13774, ""name"": ""Тыква"", ""amount"": ""300 г""}', '{""id"": 13987, ""name"": ""Сыр горгонзола"", ""amount"": ""50 г""}', '{""id"": 15089, ""name"": ""Сыр конте"", ""amount"": ""50 г""}', '{""id"": 13519, ""name"": ""Сыр моцарелла"", ""amount"": ""50 г""}', '{""id"": 14182, ""name"": ""Сыр эмменталь"", ""amount"": ""50 г""}']",1547,46,8
https://img01.rl0.ru/eda/c285x285i/s1.eda.ru/Photos/120131082141-160904163212-p-O-tort-cherepaha-.jpg,Торт «Черепаха».,https://eda.ru/recepty/vypechka-deserty/tort-cherepaha--28719,0,,8,1 час,"['{""id"": 13418, ""name"": ""Яйцо куриное"", ""amount"": ""5 штук""}', '{""id"": 13410, ""name"": ""Сахар"", ""amount"": ""2,5 стакана""}', '{""id"": 13458, ""name"": ""Пшеничная мука"", ""amount"": ""2 стакана""}', '{""id"": 13485, ""name"": ""Сметана"", ""amount"": ""2 банки""}', '{""id"": 13546, ""name"": ""Какао"", ""amount"": ""4 столовые ложки""}', '{""id"": 13412, ""name"": ""Сливочное масло"", ""amount"": ""100 г""}']",976,46,13
https://img01.rl0.ru/eda/c285x285i/s2.eda.ru/Photos/150615095301-150617163912-p-O-jablochno-finikovoe-pirozhnoe.jpg,Яблочно-финиковое пирожное,https://eda.ru/recepty/vypechka-deserty/jablochno-finikovoe-pirozhnoe-19303,0,,10,30 минут,"['{""id"": 13490, ""name"": ""Финики"", ""amount"": ""300 г""}', '{""id"": 14258, ""name"": ""Антоновские яблоки"", ""amount"": ""3 штуки""}', '{""id"": 14190, ""name"": ""Виноградное масло"", ""amount"": ""70 мл""}', '{""id"": 13407, ""name"": ""Мед"", ""amount"": ""3 столовые ложки""}', '{""id"": 14807, ""name"": ""Овсяные хлопья"", ""amount"": ""1 стакан""}', '{""id"": 13458, ""name"": ""Пшеничная мука"", ""amount"": ""½ стакана""}', '{""id"": 13672, ""name"": ""Разрыхлитель"", ""amount"": ""2 чайные ложки""}', '{""id"": 13427, ""name"": ""Лимон"", ""amount"": ""1 штука""}', '{""id"": 13580, ""name"": ""Грецкие орехи"", ""amount"": ""25 г""}']",1224,46,10
https://img07.rl0.ru/eda/c285x285i/s2.eda.ru/Photos/120131084308-170927133502-p-O-tort-napoleon-s-kremom-iz-sgushhennogo-moloka.jpg,Торт «Наполеон» с кремом из сгущенного молока,https://eda.ru/recepty/vypechka-deserty/tort-napoleon-s-kremom-iz-sgushhennogo-moloka-32028,0,Европейская кухня,10,3 часа,"['{""id"": 13458, ""name"": ""Пшеничная мука"", ""amount"": ""2,5 стакана""}', '{""id"": 13492, ""name"": ""Маргарин"", ""amount"": ""250 г""}', '{""id"": 13411, ""name"": ""Вода"", ""amount"": ""½ стакана""}', '{""id"": 13412, ""name"": ""Сливочное масло"", ""amount"": ""200 г""}', '{""id"": 13616, ""name"": ""Сгущенное молоко"", ""amount"": ""1 банка""}']",941,46,14
https://img07.rl0.ru/eda/c285x285i/s1.eda.ru/Photos/120529131035-120818133743-p-O-tort-ptiche-moloko-po-gostu.jpg,Торт «Птичье молоко» по ГОСТу,https://eda.ru/recepty/vypechka-deserty/tort-ptiche-moloko-po-gostu-32506,0,Европейская кухня,12,5 часов,"['{""id"": 13458, ""name"": ""Пшеничная мука"", ""amount"": ""140 г""}', '{""id"": 13489, ""name"": ""Яичный белок"", ""amount"": ""60 г""}', '{""id"": 13410, ""name"": ""Сахар"", ""amount"": ""460 г""}', '{""id"": 13538, ""name"": ""Кислота лимонная"", ""amount"": ""½ чайной ложки""}', '{""id"": 13616, ""name"": ""Сгущенное молоко"", ""amount"": ""100 г""}', '{""id"": 14831, ""name"": ""Агар-агар"", ""amount"": ""4 г""}', '{""id"": 14050, ""name"": ""Ванильный экстракт"", ""amount"": ""2 мл""}', '{""id"": 14094, ""name"": ""Шоколад"", ""amount"": ""75 г""}', '{""id"": 13412, ""name"": ""Сливочное масло"", ""amount"": ""350 г""}', '{""id"": 13418, ""name"": ""Яйцо куриное"", ""amount"": ""2 штуки""}']",1461,46,8
https://img03.rl0.ru/eda/c285x285i/s1.eda.ru/Photos/120131082439-170505214003-p-O-hvorost-s-saharnoj-pudroj.jpg,Хворост с сахарной пудрой,https://eda.ru/recepty/vypechka-deserty/hvorost-s-saharnoj-pudroj-33139,0,,5,30 минут,"['{""id"": 13485, ""name"": ""Сметана"", ""amount"": ""100 г""}', '{""id"": 13421, ""name"": ""Соль"", ""amount"": ""на кончике ножа""}', '{""id"": 13458, ""name"": ""Пшеничная мука"", ""amount"": ""1,5 стакана""}', '{""id"": 13418, ""name"": ""Яйцо куриное"", ""amount"": ""1 штука""}', '{""id"": 13495, ""name"": ""Сахарная пудра"", ""amount"": ""по вкусу""}']",902,46,10
https://img05.rl0.ru/eda/c285x285i/s2.eda.ru/Photos/160729115308-160804232244-p-O-shokoladnij-keks-v-mikrovolnovke.jpg,Шоколадный кекс в микроволновке,https://eda.ru/recepty/vypechka-deserty/shokoladnij-keks-v-mikrovolnovke-33226,0,,1,5 минут,"['{""id"": 13458, ""name"": ""Пшеничная мука"", ""amount"": ""2,5 столовые ложки""}', '{""id"": 13410, ""name"": ""Сахар"", ""amount"": ""2,5 столовые ложки""}', '{""id"": 14096, ""name"": ""Какао-порошок"", ""amount"": ""1 столовая ложка""}', '{""id"": 13418, ""name"": ""Яйцо куриное"", ""amount"": ""1 штука""}', '{""id"": 13453, ""name"": ""Молоко"", ""amount"": ""1,5 столовые ложки""}', '{""id"": 13423, ""name"": ""Растительное масло"", ""amount"": ""1,5 столовые ложки""}', '{""id"": 14050, ""name"": ""Ванильный экстракт"", ""amount"": ""¼ чайной ложки""}', '{""id"": 13672, ""name"": ""Разрыхлитель"", ""amount"": ""¼ чайной ложки""}', '{""id"": 13421, ""name"": ""Соль"", ""amount"": ""щепотка""}']",663,46,0
https://img09.rl0.ru/eda/c285x285i/s1.eda.ru/Photos/130128172303-130205090729-p-O-chesnochnie-pampushki-k-borshhu.jpg,Чесночные пампушки к борщу,https://eda.ru/recepty/vypechka-deserty/chesnochnie-pampushki-k-borshhu-35427,0,Украинская кухня,10,2 часа 30 минут,"['{""id"": 13458, ""name"": ""Пшеничная мука"", ""amount"": ""400 г""}', '{""id"": 13423, ""name"": ""Растительное масло"", ""amount"": ""4 столовые ложки""}', '{""id"": 13410, ""name"": ""Сахар"", ""amount"": ""1 чайная ложка""}', '{""id"": 13521, ""name"": ""Сухие дрожжи"", ""amount"": ""10 г""}', '{""id"": 13421, ""name"": ""Соль"", ""amount"": ""1 чайная ложка""}', '{""id"": 13430, ""name"": ""Чеснок"", ""amount"": ""5 зубчиков""}', '{""id"": 13411, ""name"": ""Вода"", ""amount"": ""250 мл""}', '{""id"": 13478, ""name"": ""Яичный желток"", ""amount"": ""1 штука""}', '{""id"": 13586, ""name"": ""Зелень"", ""amount"": ""по вкусу""}']",1292,46,2
https://img07.rl0.ru/eda/c285x285i/s2.eda.ru/Photos/121120172110-121124164936-p-O-shokoladnie-maffini-s-jagodami.jpg,Шоколадные маффины с ягодами,https://eda.ru/recepty/vypechka-deserty/shokoladnie-maffini-s-jagodami-34680,0,Американская кухня,8,40 минут,"['{""id"": 13458, ""name"": ""Пшеничная мука"", ""amount"": ""240 г""}', '{""id"": 13546, ""name"": ""Какао"", ""amount"": ""3 чайные ложки""}', '{""id"": 13410, ""name"": ""Сахар"", ""amount"": ""200 г""}', '{""id"": 13418, ""name"": ""Яйцо куриное"", ""amount"": ""1 штука""}', '{""id"": 13423, ""name"": ""Растительное масло"", ""amount"": ""100 мл""}', '{""id"": 13453, ""name"": ""Молоко"", ""amount"": ""200 мл""}', '{""id"": 13671, ""name"": ""Ванилин"", ""amount"": ""на кончике ножа""}', '{""id"": 13421, ""name"": ""Соль"", ""amount"": ""щепотка""}', '{""id"": 13802, ""name"": ""Свежие ягоды"", ""amount"": ""110 г""}']",530,46,2
https://img03.rl0.ru/eda/c285x285i/s2.eda.ru/Photos/120304025019-130202094552-p-O-ponchiki-v-temnom-i-belom-shokolade.jpg,Пончики в темном и белом шоколаде,https://eda.ru/recepty/vypechka-deserty/ponchiki-v-temnom-i-belom-shokolade-35756,0,Американская кухня,12,2 часа,"['{""id"": 13453, ""name"": ""Молоко"", ""amount"": ""1 стакан""}', '{""id"": 13410, ""name"": ""Сахар"", ""amount"": ""3 столовые ложки""}', '{""id"": 13418, ""name"": ""Яйцо куриное"", ""amount"": ""2 штуки""}', '{""id"": 13458, ""name"": ""Пшеничная мука"", ""amount"": ""350 г""}', '{""id"": 13521, ""name"": ""Сухие дрожжи"", ""amount"": ""10 г""}', '{""id"": 13421, ""name"": ""Соль"", ""amount"": ""щепотка""}', '{""id"": 14797, ""name"": ""Темный шоколад"", ""amount"": ""100 г""}', '{""id"": 13423, ""name"": ""Растительное масло"", ""amount"": ""2 стакана""}', '{""id"": 13920, ""name"": ""Белый шоколад"", ""amount"": ""100 г""}']",802,46,3
https://img09.rl0.ru/eda/c285x285i/s2.eda.ru/Photos/141214012603-141223170637-p-O-kapkejki-s-klubnichnoj-nachinkoj.jpg,Капкейки с клубничной начинкой,https://eda.ru/recepty/vypechka-deserty/kapkejki-s-klubnichnoj-nachinkoj-39046,0,Европейская кухня,10,1 час,"['{""id"": 13458, ""name"": ""Пшеничная мука"", ""amount"": ""160 г""}', '{""id"": 13672, ""name"": ""Разрыхлитель"", ""amount"": ""1 чайная ложка""}', '{""id"": 13421, ""name"": ""Соль"", ""amount"": ""¼ чайной ложки""}', '{""id"": 13410, ""name"": ""Сахар"", ""amount"": ""150 г""}', '{""id"": 13590, ""name"": ""Сода"", ""amount"": ""¼ чайной ложки""}', '{""id"": 13418, ""name"": ""Яйцо куриное"", ""amount"": ""1 штука""}', '{""id"": 13453, ""name"": ""Молоко"", ""amount"": ""80 мл""}', '{""id"": 13502, ""name"": ""Ванильный сахар"", ""amount"": ""по вкусу""}', '{""id"": 13494, ""name"": ""Клубника"", ""amount"": ""150 г""}', '{""id"": 13495, ""name"": ""Сахарная пудра"", ""amount"": ""2 столовые ложки""}', '{""id"": 13412, ""name"": ""Сливочное масло"", ""amount"": ""60 г""}', '{""id"": 14014, ""name"": ""Сыр маскарпоне"", ""amount"": ""150 г""}']",1213,46,3
https://img01.rl0.ru/eda/c285x285i/s2.eda.ru/Photos/131207233339-131213200105-p-O-limonnie-kapkejki.jpg,Лимонные капкейки,https://eda.ru/recepty/vypechka-deserty/limonnie-kapkejki-41299,0,,12,45 минут,"['{""id"": 13412, ""name"": ""Сливочное масло"", ""amount"": ""200 г""}', '{""id"": 13410, ""name"": ""Сахар"", ""amount"": ""160 г""}', '{""id"": 13418, ""name"": ""Яйцо куриное"", ""amount"": ""4 штуки""}', '{""id"": 13427, ""name"": ""Лимон"", ""amount"": ""3 штуки""}', '{""id"": 13458, ""name"": ""Пшеничная мука"", ""amount"": ""200 г""}', '{""id"": 13672, ""name"": ""Разрыхлитель"", ""amount"": ""2 чайные ложки""}', '{""id"": 13421, ""name"": ""Соль"", ""amount"": ""щепотка""}', '{""id"": 13482, ""name"": ""Лимонный сок"", ""amount"": ""120 мл""}', '{""id"": 13573, ""name"": ""Йогурт"", ""amount"": ""300 г""}', '{""id"": 13584, ""name"": ""Свежая мята"", ""amount"": ""1 пучок""}', '{""id"": 13495, ""name"": ""Сахарная пудра"", ""amount"": ""200 г""}']",1161,46,8
https://img05.rl0.ru/eda/c285x285i/s1.eda.ru/Photos/131215224100-131224213255-p-O-shokoladnoe-pechene-s-treshhinkami.jpg,Шоколадное печенье с трещинками,https://eda.ru/recepty/vypechka-deserty/shokoladnoe-pechene-s-treshhinkami-41492,0,,4,1 час 30 минут,"['{""id"": 13458, ""name"": ""Пшеничная мука"", ""amount"": ""200 г""}', '{""id"": 13412, ""name"": ""Сливочное масло"", ""amount"": ""35 г""}', '{""id"": 13561, ""name"": ""Горький шоколад"", ""amount"": ""100 г""}', '{""id"": 13637, ""name"": ""Тростниковый сахар"", ""amount"": ""150 г""}', '{""id"": 13418, ""name"": ""Яйцо куриное"", ""amount"": ""2 штуки""}', '{""id"": 13495, ""name"": ""Сахарная пудра"", ""amount"": ""по вкусу""}']",1327,46,1
https://img03.rl0.ru/eda/c285x285i/s2.eda.ru/Photos/150707173742-150715001239-p-O-nareznoj-vishnevij-pirog.jpg,Нарезной вишневый пирог,https://eda.ru/recepty/vypechka-deserty/nareznoj-vishnevij-pirog-44979,0,Русская кухня,4,1 час,"['{""id"": 13412, ""name"": ""Сливочное масло"", ""amount"": ""220 г""}', '{""id"": 13410, ""name"": ""Сахар"", ""amount"": ""180 г""}', '{""id"": 13502, ""name"": ""Ванильный сахар"", ""amount"": ""1 столовая ложка""}', '{""id"": 13418, ""name"": ""Яйцо куриное"", ""amount"": ""3 штуки""}', '{""id"": 13672, ""name"": ""Разрыхлитель"", ""amount"": ""2 чайные ложки""}', '{""id"": 13421, ""name"": ""Соль"", ""amount"": ""¼ чайной ложки""}', '{""id"": 13458, ""name"": ""Пшеничная мука"", ""amount"": ""330 г""}', '{""id"": 13556, ""name"": ""Вишня"", ""amount"": ""400 г""}']",1306,46,2
https://img05.rl0.ru/eda/c285x285i/s1.eda.ru/Photos/160201161818-160205164528-p-O-oladi-bez-yaic-na-kislom-moloke.jpg,Оладьи без яиц на кислом молоке,https://eda.ru/recepty/vypechka-deserty/oladi-bez-yaic-na-kislom-moloke-57643,0,,4,50 минут,"['{""id"": 13477, ""name"": ""Кислое молоко"", ""amount"": ""200 мл""}', '{""id"": 13458, ""name"": ""Пшеничная мука"", ""amount"": ""1 стакан""}', '{""id"": 13410, ""name"": ""Сахар"", ""amount"": ""2,5 столовые ложки""}', '{""id"": 13421, ""name"": ""Соль"", ""amount"": ""¼ чайной ложки""}', '{""id"": 13590, ""name"": ""Сода"", ""amount"": ""¼ чайной ложки""}']",643,46,4
https://img09.rl0.ru/eda/c285x285i/s1.eda.ru/Photos/120131112336-1202131749021-p-O-shokoladnaya-kolbasa-s-greckimi-orehami-i-konyakom.jpg,Шоколадная колбаса с грецкими орехами и коньяком,https://eda.ru/recepty/vypechka-deserty/shokoladnaya-kolbasa-s-greckimi-orehami-i-konyakom-14323,0,Французская кухня,6,15 минут,"['{""id"": 13412, ""name"": ""Сливочное масло"", ""amount"": ""200 г""}', '{""id"": 13581, ""name"": ""Печенье"", ""amount"": ""400 г""}', '{""id"": 13418, ""name"": ""Яйцо куриное"", ""amount"": ""1 штука""}', '{""id"": 13453, ""name"": ""Молоко"", ""amount"": ""4 столовые ложки""}', '{""id"": 13410, ""name"": ""Сахар"", ""amount"": ""200 г""}', '{""id"": 13580, ""name"": ""Грецкие орехи"", ""amount"": ""10 штук""}', '{""id"": 13522, ""name"": ""Ваниль"", ""amount"": ""½ чайной ложки""}', '{""id"": 13546, ""name"": ""Какао"", ""amount"": ""50 г""}', '{""id"": 13579, ""name"": ""Коньяк"", ""amount"": ""50 г""}']",910,45,6
https://img05.rl0.ru/eda/c285x285i/s2.eda.ru/Photos/150601195902-150610125650-p-O-pirog-s-lukom-jajcom.jpg,Пирог с луком и яйцом,https://eda.ru/recepty/vypechka-deserty/pirog-s-lukom-jajcom-26013,0,Европейская кухня,8,1 час 30 минут,"['{""id"": 13493, ""name"": ""Творог"", ""amount"": ""100 г""}', '{""id"": 13412, ""name"": ""Сливочное масло"", ""amount"": ""100 г""}', '{""id"": 13458, ""name"": ""Пшеничная мука"", ""amount"": ""100 г""}', '{""id"": 13421, ""name"": ""Соль"", ""amount"": ""щепотка""}', '{""id"": 13535, ""name"": ""Зеленый лук"", ""amount"": ""250 г""}', '{""id"": 13418, ""name"": ""Яйцо куриное"", ""amount"": ""6 штук""}', '{""id"": 13474, ""name"": ""Сливки"", ""amount"": ""200 мл""}']",1601,45,5
https://img09.rl0.ru/eda/c285x285i/s1.eda.ru/Photos/150910133406-150917112658-p-O-bavarskij-slivovij-pirog.jpg,Баварский сливовый пирог,https://eda.ru/recepty/vypechka-deserty/bavarskij-slivovij-pirog-22877,0,Немецкая кухня,8,50 минут,"['{""id"": 13412, ""name"": ""Сливочное масло"", ""amount"": ""100 г""}', '{""id"": 14012, ""name"": ""Ванильная эссенция"", ""amount"": ""½ чайной ложки""}', '{""id"": 13495, ""name"": ""Сахарная пудра"", ""amount"": ""75 г""}', '{""id"": 13418, ""name"": ""Яйцо куриное"", ""amount"": ""1 штука""}', '{""id"": 13421, ""name"": ""Соль"", ""amount"": ""по вкусу""}', '{""id"": 13485, ""name"": ""Сметана"", ""amount"": ""1 столовая ложка""}', '{""id"": 13526, ""name"": ""Лимонная цедра"", ""amount"": ""1 чайная ложка""}', '{""id"": 13458, ""name"": ""Пшеничная мука"", ""amount"": ""400 г""}', '{""id"": 13762, ""name"": ""Сливы"", ""amount"": ""300 г""}']",766,45,15
https://img03.rl0.ru/eda/c285x285i/s2.eda.ru/Photos/120131111725-120213182343-p-O-sharlotka-s-vishnej.jpg,Шарлотка с вишней,https://eda.ru/recepty/vypechka-deserty/sharlotka-s-vishnej-19490,0,Французская кухня,6,40 минут,"['{""id"": 13412, ""name"": ""Сливочное масло"", ""amount"": ""90 г""}', '{""id"": 13410, ""name"": ""Сахар"", ""amount"": ""90 г""}', '{""id"": 13458, ""name"": ""Пшеничная мука"", ""amount"": ""70 г""}', '{""id"": 13672, ""name"": ""Разрыхлитель"", ""amount"": ""1 чайная ложка""}', '{""id"": 13556, ""name"": ""Вишня"", ""amount"": ""200 г""}', '{""id"": 13418, ""name"": ""Яйцо куриное"", ""amount"": ""2 штуки""}']",892,45,5
https://img07.rl0.ru/eda/c285x285i/s1.eda.ru/Photos/120131085017-120214160731-p-O-nizkokalorijnoe-ovsjanoe-pechene-s-vishnej-cedroj.jpg,Низкокалорийное овсяное печенье с вишней и…,https://eda.ru/recepty/vypechka-deserty/nizkokalorijnoe-ovsjanoe-pechene-s-vishnej-cedroj-30722,0,Тайская кухня,6,20 минут,"['{""id"": 14807, ""name"": ""Овсяные хлопья"", ""amount"": ""2 стакана""}', '{""id"": 15463, ""name"": ""Натуральный обезжиренный йогурт "", ""amount"": ""100 г""}', '{""id"": 13458, ""name"": ""Пшеничная мука"", ""amount"": ""½ стакана""}', '{""id"": 13407, ""name"": ""Мед"", ""amount"": ""4 столовые ложки""}', '{""id"": 13418, ""name"": ""Яйцо куриное"", ""amount"": ""2 штуки""}', '{""id"": 14233, ""name"": ""Сушеная вишня"", ""amount"": ""150 г""}', '{""id"": 13500, ""name"": ""Миндаль"", ""amount"": ""50 г""}', '{""id"": 13896, ""name"": ""Цедра апельсина"", ""amount"": ""50 г""}', '{""id"": 14485, ""name"": ""Молотая корица"", ""amount"": ""⅓ чайной ложки""}', '{""id"": 13578, ""name"": ""Ром"", ""amount"": ""30 мл""}']",2542,45,8
https://img09.rl0.ru/eda/c285x285i/s1.eda.ru/Photos/120131082709-131114203456-p-O-hachapuri-tvorozhnie.jpg,Хачапури творожные,https://eda.ru/recepty/vypechka-deserty/hachapuri-tvorozhnie-17757,0,Грузинская кухня,4,1 час,"['{""id"": 13458, ""name"": ""Пшеничная мука"", ""amount"": ""1,5 стакана""}', '{""id"": 13493, ""name"": ""Творог"", ""amount"": ""250 г""}', '{""id"": 13412, ""name"": ""Сливочное масло"", ""amount"": ""150 г""}', '{""id"": 13410, ""name"": ""Сахар"", ""amount"": ""¼ столовой ложки""}', '{""id"": 13590, ""name"": ""Сода"", ""amount"": ""щепотка""}', '{""id"": 13418, ""name"": ""Яйцо куриное"", ""amount"": ""3 штуки""}', '{""id"": 13426, ""name"": ""Сыр"", ""amount"": ""200 г""}', '{""id"": 13485, ""name"": ""Сметана"", ""amount"": ""1 столовая ложка""}', '{""id"": 13430, ""name"": ""Чеснок"", ""amount"": ""1 зубчик""}']",1237,45,5
https://img05.rl0.ru/eda/c285x285i/s2.eda.ru/Photos/120213184513-120213184706-p-O-pechene-savojardi.jpg,Печенье Савоярди,https://eda.ru/recepty/vypechka-deserty/pechene-savojardi-21086,0,Итальянская кухня,4,,"['{""id"": 13410, ""name"": ""Сахар"", ""amount"": ""100 г""}', '{""id"": 13418, ""name"": ""Яйцо куриное"", ""amount"": ""3 штуки""}', '{""id"": 13458, ""name"": ""Пшеничная мука"", ""amount"": ""90 г""}', '{""id"": 13495, ""name"": ""Сахарная пудра"", ""amount"": ""30 г""}', '{""id"": 13412, ""name"": ""Сливочное масло"", ""amount"": ""20 г""}', '{""id"": 13421, ""name"": ""Соль"", ""amount"": ""щепотка""}']",1713,45,19
https://img03.rl0.ru/eda/c285x285i/s2.eda.ru/Photos/120131083458-160328201732-p-O-skorostnie-ruletiki.jpg,Скоростные рулетики,https://eda.ru/recepty/vypechka-deserty/skorostnie-ruletiki-30284,0,,4,30 минут,"['{""id"": 13458, ""name"": ""Пшеничная мука"", ""amount"": ""2 стакана""}', '{""id"": 16444, ""name"": ""Минеральная вода с газом"", ""amount"": ""½ стакана""}', '{""id"": 13423, ""name"": ""Растительное масло"", ""amount"": ""½ стакана""}', '{""id"": 14133, ""name"": ""Джем"", ""amount"": ""½ стакана""}']",1165,45,6
https://img09.rl0.ru/eda/c285x285i/s2.eda.ru/Photos/120131083953-150405161846-p-O-bistrij-vozdushnij-biskvit.jpg,Быстрый воздушный бисквит,https://eda.ru/recepty/vypechka-deserty/bistrij-vozdushnij-biskvit-35214,0,Американская кухня,4,45 минут,"['{""id"": 13418, ""name"": ""Яйцо куриное"", ""amount"": ""4 штуки""}', '{""id"": 13458, ""name"": ""Пшеничная мука"", ""amount"": ""100 г""}', '{""id"": 13410, ""name"": ""Сахар"", ""amount"": ""150 г""}']",910,45,11
https://img09.rl0.ru/eda/c285x285i/s1.eda.ru/Photos/151204100824-151212182644-p-O-bananovij-puding-s-pechenem.jpg,Банановый пудинг с печеньем,https://eda.ru/recepty/vypechka-deserty/bananovij-puding-s-pechenem-48310,0,Европейская кухня,2,30 минут,"['{""id"": 13453, ""name"": ""Молоко"", ""amount"": ""2 стакана""}', '{""id"": 13410, ""name"": ""Сахар"", ""amount"": ""70 г""}', '{""id"": 13458, ""name"": ""Пшеничная мука"", ""amount"": ""1 столовая ложка""}', '{""id"": 15161, ""name"": ""Крахмал"", ""amount"": ""2 чайные ложки""}', '{""id"": 13671, ""name"": ""Ванилин"", ""amount"": ""щепотка""}', '{""id"": 13547, ""name"": ""Бананы"", ""amount"": ""2 штуки""}', '{""id"": 14110, ""name"": ""Песочное печенье"", ""amount"": ""15 штук""}', '{""id"": 13478, ""name"": ""Яичный желток"", ""amount"": ""2 штуки""}']",1107,45,6
https://img07.rl0.ru/eda/c285x285i/s2.eda.ru/Photos/150601195902-150610125859-p-O-pirog-s-kljukvoj.jpg,Пирог с клюквой,https://eda.ru/recepty/vypechka-deserty/pirog-s-kljukvoj-26015,0,Европейская кухня,8,1 час,"['{""id"": 13458, ""name"": ""Пшеничная мука"", ""amount"": ""200 г""}', '{""id"": 13412, ""name"": ""Сливочное масло"", ""amount"": ""100 г""}', '{""id"": 13421, ""name"": ""Соль"", ""amount"": ""щепотка""}', '{""id"": 15145, ""name"": ""Клюква"", ""amount"": ""300 г""}', '{""id"": 13410, ""name"": ""Сахар"", ""amount"": ""200 г""}', '{""id"": 13489, ""name"": ""Яичный белок"", ""amount"": ""3 штуки""}', '{""id"": 14892, ""name"": ""Молотый миндаль"", ""amount"": ""2 столовые ложки""}']",1101,44,5
https://img03.rl0.ru/eda/c285x285i/s1.eda.ru/Photos/120131085121-120213175741-p-O-roti.jpg,Роти,https://eda.ru/recepty/vypechka-deserty/roti-17253,0,Индийская кухня,4,45 минут,"['{""id"": 13458, ""name"": ""Пшеничная мука"", ""amount"": ""300 г""}', '{""id"": 13421, ""name"": ""Соль"", ""amount"": ""1 чайная ложка""}', '{""id"": 13423, ""name"": ""Растительное масло"", ""amount"": ""1 столовая ложка""}', '{""id"": 13411, ""name"": ""Вода"", ""amount"": ""180 мл""}', '{""id"": 13760, ""name"": ""Молотый кориандр "", ""amount"": ""1 чайная ложка""}', '{""id"": 14026, ""name"": ""Куркума"", ""amount"": ""½ чайной ложки""}', '{""id"": 14027, ""name"": ""Семена зиры"", ""amount"": ""2 чайные ложки""}', '{""id"": 13475, ""name"": ""Топленое масло"", ""amount"": ""90 г""}']",739,44,0
