img,title,link,stepbystep,cuisine,portions,time,ingredients,favourite,likes,dislikes
https://img01.rl0.ru/eda/c285x285i/s1.eda.ru/Photos/120213183151-120213183309-p-O-mjasnie-tefteli-s-sirom.jpg,Мясные тефтели с сыром,https://eda.ru/recepty/osnovnye-blyuda/mjasnie-tefteli-s-sirom-20136,0,,4,40 минут,"['{""id"": 13565, ""name"": ""Мясной фарш"", ""amount"": ""500 г""}', '{""id"": 13418, ""name"": ""Яйцо куриное"", ""amount"": ""1 штука""}', '{""id"": 13454, ""name"": ""Белый хлеб"", ""amount"": ""2 куска""}', '{""id"": 13426, ""name"": ""Сыр"", ""amount"": ""200 г""}', '{""id"": 13458, ""name"": ""Пшеничная мука"", ""amount"": ""2 столовые ложки""}', '{""id"": 13520, ""name"": ""Томатная паста "", ""amount"": ""1 столовая ложка""}', '{""id"": 13586, ""name"": ""Зелень"", ""amount"": ""по вкусу""}', '{""id"": 14781, ""name"": ""Приправы"", ""amount"": ""по вкусу""}']",2358,127,25
https://img05.rl0.ru/eda/c285x285i/s2.eda.ru/Photos/160525131253-160531180054-p-O-kurinie-kotleti-nezhnie.jpg,Куриные котлеты «Нежные»,https://eda.ru/recepty/osnovnye-blyuda/kurinie-kotleti-nezhnie-16070,0,,4,30 минут,"['{""id"": 13413, ""name"": ""Лук репчатый"", ""amount"": ""1 штука""}', '{""id"": 13639, ""name"": ""Куриная грудка"", ""amount"": ""750 г""}', '{""id"": 13440, ""name"": ""Майонез"", ""amount"": ""150 г""}', '{""id"": 13458, ""name"": ""Пшеничная мука"", ""amount"": ""2 столовые ложки""}']",2817,127,21
https://img01.rl0.ru/eda/c285x285i/s1.eda.ru/Photos/130314030255-130323155014-p-O-kurica-s-kartofelem-zapechennaja-v-kefire-s-chesnokom-i-travami.jpg,"Курица с картофелем, запеченная в кефире с…",https://eda.ru/recepty/osnovnye-blyuda/kurica-s-kartofelem-zapechennaja-v-kefire-s-chesnokom-i-travami-36485,0,Русская кухня,4,40 минут,"['{""id"": 13557, ""name"": ""Кефир"", ""amount"": ""по вкусу""}', '{""id"": 13430, ""name"": ""Чеснок"", ""amount"": ""2 зубчика""}', '{""id"": 13431, ""name"": ""Картофель"", ""amount"": ""5 штук""}', '{""id"": 14131, ""name"": ""Куриные бедра"", ""amount"": ""4 штуки""}', '{""id"": 13421, ""name"": ""Соль"", ""amount"": ""по вкусу""}', '{""id"": 13439, ""name"": ""Помидоры"", ""amount"": ""2 штуки""}', '{""id"": 14473, ""name"": ""Прованские травы"", ""amount"": ""по вкусу""}', '{""id"": 13420, ""name"": ""Перец черный молотый"", ""amount"": ""по вкусу""}']",2740,126,24
https://img05.rl0.ru/eda/c285x285i/s1.eda.ru/Photos/120131083826-160929005150-p-O-kurinie-krilishki-v-medovo-soevom-souse-s-chesnokom.jpg,Куриные крылышки в медово-соевом соусе с…,https://eda.ru/recepty/osnovnye-blyuda/kurinie-krilishki-v-medovo-soevom-souse-s-chesnokom-47057,0,Европейская кухня,4,40 минут,"['{""id"": 14183, ""name"": ""Куриные крылья"", ""amount"": ""1 кг""}', '{""id"": 13407, ""name"": ""Мед"", ""amount"": ""2 столовые ложки""}', '{""id"": 13570, ""name"": ""Соевый соус"", ""amount"": ""4 столовые ложки""}', '{""id"": 13423, ""name"": ""Растительное масло"", ""amount"": ""2 столовые ложки""}', '{""id"": 13430, ""name"": ""Чеснок"", ""amount"": ""2 зубчика""}', '{""id"": 15496, ""name"": ""Острый томатный соус"", ""amount"": ""1 столовая ложка""}', '{""id"": 16264, ""name"": ""Специи для птицы"", ""amount"": ""на кончике ножа""}']",2183,126,17
https://img01.rl0.ru/eda/c285x285i/s1.eda.ru/Photos/120131083714-140202174852-p-O-govyadina-tushennaya-v-smetane.jpg,"Говядина, тушенная в сметане",https://eda.ru/recepty/osnovnye-blyuda/govyadina-tushennaya-v-smetane-42118,0,Русская кухня,4,2 часа 15 минут,"['{""id"": 13469, ""name"": ""Говядина"", ""amount"": ""300 г""}', '{""id"": 13485, ""name"": ""Сметана"", ""amount"": ""5 столовых ложек""}', '{""id"": 13420, ""name"": ""Перец черный молотый"", ""amount"": ""по вкусу""}', '{""id"": 13421, ""name"": ""Соль"", ""amount"": ""по вкусу""}', '{""id"": 13413, ""name"": ""Лук репчатый"", ""amount"": ""1 головка""}', '{""id"": 13458, ""name"": ""Пшеничная мука"", ""amount"": ""2 столовые ложки""}']",2872,126,14
https://img01.rl0.ru/eda/c285x285i/s1.eda.ru/Photos/131227123933-140108190226-p-O-ratatuj-iz-kabachka.jpg,Рататуй из кабачка,https://eda.ru/recepty/osnovnye-blyuda/ratatuj-iz-kabachka-16860,0,Французская кухня,6,1 час,"['{""id"": 13421, ""name"": ""Соль"", ""amount"": ""по вкусу""}', '{""id"": 13450, ""name"": ""Зеленый перец"", ""amount"": ""2 штуки""}', '{""id"": 13410, ""name"": ""Сахар"", ""amount"": ""1 чайная ложка""}', '{""id"": 13439, ""name"": ""Помидоры"", ""amount"": ""1 кг""}', '{""id"": 13413, ""name"": ""Лук репчатый"", ""amount"": ""250 г""}', '{""id"": 13513, ""name"": ""Оливковое масло"", ""amount"": ""7 столовых ложек""}', '{""id"": 13539, ""name"": ""Кабачки"", ""amount"": ""2 кг""}']",2810,125,12
https://img01.rl0.ru/eda/c285x285i/s2.eda.ru/Photos/140622144901-140629140356-p-O-lenivie-golubci-s-risom.jpg,Ленивые голубцы с рисом,https://eda.ru/recepty/osnovnye-blyuda/lenivie-golubci-s-risom-15705,0,Русская кухня,4,30 минут,"['{""id"": 13436, ""name"": ""Белокочанная капуста"", ""amount"": ""500 г""}', '{""id"": 13565, ""name"": ""Мясной фарш"", ""amount"": ""500 г""}', '{""id"": 13449, ""name"": ""Морковь"", ""amount"": ""1 штука""}', '{""id"": 13413, ""name"": ""Лук репчатый"", ""amount"": ""1 головка""}', '{""id"": 13435, ""name"": ""Рис"", ""amount"": ""1 стакан""}', '{""id"": 13418, ""name"": ""Яйцо куриное"", ""amount"": ""1 штука""}', '{""id"": 13485, ""name"": ""Сметана"", ""amount"": ""250 г""}', '{""id"": 13520, ""name"": ""Томатная паста "", ""amount"": ""3 столовые ложки""}', '{""id"": 13458, ""name"": ""Пшеничная мука"", ""amount"": ""2 чайные ложки""}', '{""id"": 13421, ""name"": ""Соль"", ""amount"": ""по вкусу""}', '{""id"": 13420, ""name"": ""Перец черный молотый"", ""amount"": ""по вкусу""}']",2007,124,23
https://img05.rl0.ru/eda/c285x285i/s1.eda.ru/Photos/160327193714-160405012716-p-O-kurica-karri-s-tomatnoj-pastoj.jpg,Курица карри с томатной пастой,https://eda.ru/recepty/osnovnye-blyuda/kurica-karri-s-tomatnoj-pastoj-30818,0,Индийская кухня,4,40 минут,"['{""id"": 13572, ""name"": ""Карри"", ""amount"": ""3 чайные ложки""}', '{""id"": 13639, ""name"": ""Куриная грудка"", ""amount"": ""2 штуки""}', '{""id"": 13413, ""name"": ""Лук репчатый"", ""amount"": ""1 головка""}', '{""id"": 13430, ""name"": ""Чеснок"", ""amount"": ""2 зубчика""}', '{""id"": 13520, ""name"": ""Томатная паста "", ""amount"": ""1 столовая ложка""}']",2029,123,17
https://img05.rl0.ru/eda/c285x285i/s2.eda.ru/Photos/131215224100-131221180355-p-O-govjadina-zapechennaja-s-medom-i-gorchicej.jpg,"Говядина, запеченная с медом и горчицей",https://eda.ru/recepty/osnovnye-blyuda/govjadina-zapechennaja-s-medom-i-gorchicej-41464,0,,4,1 час 20 минут,"['{""id"": 16791, ""name"": ""Говядина без кости"", ""amount"": ""800 г""}', '{""id"": 13513, ""name"": ""Оливковое масло"", ""amount"": ""7 столовых ложек""}', '{""id"": 13419, ""name"": ""Горчица"", ""amount"": ""2 чайные ложки""}', '{""id"": 13407, ""name"": ""Мед"", ""amount"": ""2 чайные ложки""}', '{""id"": 13420, ""name"": ""Перец черный молотый"", ""amount"": ""1 чайная ложка""}', '{""id"": 13592, ""name"": ""Паприка"", ""amount"": ""1 чайная ложка""}', '{""id"": 15040, ""name"": ""Сушеный базилик"", ""amount"": ""1 чайная ложка""}', '{""id"": 13421, ""name"": ""Соль"", ""amount"": ""2 чайные ложки""}']",2664,123,19
https://img09.rl0.ru/eda/c285x285i/s1.eda.ru/Photos/120131083714-120213175040-p-O-antrekot-po-bretonski.jpg,Антрекот по‑бретонски,https://eda.ru/recepty/osnovnye-blyuda/antrekot-po-bretonski-15190,0,Французская кухня,4,45 минут,"['{""id"": 13412, ""name"": ""Сливочное масло"", ""amount"": ""50 г""}', '{""id"": 13413, ""name"": ""Лук репчатый"", ""amount"": ""50 г""}', '{""id"": 13423, ""name"": ""Растительное масло"", ""amount"": ""25 мл""}', '{""id"": 13887, ""name"": ""Говяжья вырезка"", ""amount"": ""600 г""}', '{""id"": 13424, ""name"": ""Петрушка"", ""amount"": ""по вкусу""}', '{""id"": 13420, ""name"": ""Перец черный молотый"", ""amount"": ""по вкусу""}', '{""id"": 13421, ""name"": ""Соль"", ""amount"": ""по вкусу""}']",2362,122,11
https://img05.rl0.ru/eda/c285x285i/s1.eda.ru/Photos/120213181523-120213181700-p-O-tikvennij-karri-s-nutom-cukini.jpg,Тыквенный карри с нутом и цукини,https://eda.ru/recepty/osnovnye-blyuda/tikvennij-karri-s-nutom-cukini-18987,0,Индийская кухня,6,45 минут,"['{""id"": 13774, ""name"": ""Тыква"", ""amount"": ""500 г""}', '{""id"": 14290, ""name"": ""Красная чечевица"", ""amount"": ""1 стакан""}', '{""id"": 14087, ""name"": ""Нут"", ""amount"": ""400 г""}', '{""id"": 13582, ""name"": ""Цукини"", ""amount"": ""2 штуки""}', '{""id"": 13413, ""name"": ""Лук репчатый"", ""amount"": ""1 головка""}', '{""id"": 13430, ""name"": ""Чеснок"", ""amount"": ""1 зубчик""}', '{""id"": 13572, ""name"": ""Карри"", ""amount"": ""2 чайные ложки""}', '{""id"": 13456, ""name"": ""Овощной бульон"", ""amount"": ""1 л""}', '{""id"": 13533, ""name"": ""Цветная капуста"", ""amount"": ""500 г""}', '{""id"": 14025, ""name"": ""Свежая кинза (кориандр)"", ""amount"": ""по вкусу""}', '{""id"": 13423, ""name"": ""Растительное масло"", ""amount"": ""1 столовая ложка""}']",2892,120,16
https://img05.rl0.ru/eda/c285x285i/s1.eda.ru/Photos/140512112357-140517181051-p-O-kurica-s-gribami-v-slivkah.jpg,Курица с грибами в сливках,https://eda.ru/recepty/osnovnye-blyuda/kurica-s-gribami-v-slivkah-44049,0,Русская кухня,4,40 минут,"['{""id"": 13509, ""name"": ""Шампиньоны"", ""amount"": ""8 штук""}', '{""id"": 13544, ""name"": ""Куриное филе"", ""amount"": ""1 кг""}', '{""id"": 14119, ""name"": ""Сливки 10%-ные"", ""amount"": ""350 мл""}', '{""id"": 13430, ""name"": ""Чеснок"", ""amount"": ""4 зубчика""}', '{""id"": 13426, ""name"": ""Сыр"", ""amount"": ""300 г""}', '{""id"": 13586, ""name"": ""Зелень"", ""amount"": ""по вкусу""}', '{""id"": 14473, ""name"": ""Прованские травы"", ""amount"": ""по вкусу""}']",2783,120,10
https://img07.rl0.ru/eda/c285x285i/s2.eda.ru/Photos/160812092111-160819183905-p-O-krolik-s-rozmarinom.jpg,Кролик с розмарином,https://eda.ru/recepty/osnovnye-blyuda/krolik-s-rozmarinom-25270,0,Французская кухня,4,2 часа,"['{""id"": 13427, ""name"": ""Лимон"", ""amount"": ""1 штука""}', '{""id"": 13830, ""name"": ""Кролик"", ""amount"": ""1 штука""}', '{""id"": 13430, ""name"": ""Чеснок"", ""amount"": ""1 головка""}', '{""id"": 14298, ""name"": ""Свежий розмарин "", ""amount"": ""3 стебля""}', '{""id"": 15311, ""name"": ""Красные помидоры черри "", ""amount"": ""150 г""}', '{""id"": 13407, ""name"": ""Мед"", ""amount"": ""1 столовая ложка""}', '{""id"": 13421, ""name"": ""Соль"", ""amount"": ""по вкусу""}', '{""id"": 13420, ""name"": ""Перец черный молотый"", ""amount"": ""по вкусу""}', '{""id"": 13513, ""name"": ""Оливковое масло"", ""amount"": ""80 мл""}']",1874,119,17
https://img03.rl0.ru/eda/c285x285i/s1.eda.ru/Photos/140111190442-140122133150-p-O-kurica-po-vostochnomu-s-medom-i-imbirem.jpg,Курица по‑восточному с медом и имбирем,https://eda.ru/recepty/osnovnye-blyuda/kurica-po-vostochnomu-s-medom-i-imbirem-31715,0,,3,15 минут,"['{""id"": 13413, ""name"": ""Лук репчатый"", ""amount"": ""½ головки""}', '{""id"": 13639, ""name"": ""Куриная грудка"", ""amount"": ""3 штуки""}', '{""id"": 13430, ""name"": ""Чеснок"", ""amount"": ""2 зубчика""}', '{""id"": 13407, ""name"": ""Мед"", ""amount"": ""2 чайные ложки""}', '{""id"": 13570, ""name"": ""Соевый соус"", ""amount"": ""50 мл""}', '{""id"": 13525, ""name"": ""Имбирь"", ""amount"": ""5 г""}', '{""id"": 13421, ""name"": ""Соль"", ""amount"": ""по вкусу""}', '{""id"": 13758, ""name"": ""Молотый белый перец"", ""amount"": ""по вкусу""}', '{""id"": 13513, ""name"": ""Оливковое масло"", ""amount"": ""15 мл""}', '{""id"": 13482, ""name"": ""Лимонный сок"", ""amount"": ""15 мл""}']",1878,117,16
https://img05.rl0.ru/eda/c285x285i/s2.eda.ru/Photos/150428090447-150503104136-p-O-svinina-v-kislo-sladkom-souse-s-ananasami-i-risom.jpg,Свинина в кисло-сладком соусе с ананасами и…,https://eda.ru/recepty/osnovnye-blyuda/svinina-v-kislo-sladkom-souse-s-ananasami-i-risom-29769,0,Китайская кухня,3,45 минут,"['{""id"": 13480, ""name"": ""Свинина"", ""amount"": ""600 г""}', '{""id"": 13570, ""name"": ""Соевый соус"", ""amount"": ""150 мл""}', '{""id"": 13687, ""name"": ""Томатный сок"", ""amount"": ""150 мл""}', '{""id"": 13449, ""name"": ""Морковь"", ""amount"": ""1 штука""}', '{""id"": 13450, ""name"": ""Зеленый перец"", ""amount"": ""1 штука""}', '{""id"": 13458, ""name"": ""Пшеничная мука"", ""amount"": ""1 столовая ложка""}', '{""id"": 13551, ""name"": ""Картофельный крахмал"", ""amount"": ""1 столовая ложка""}', '{""id"": 13663, ""name"": ""Консервированный ананас"", ""amount"": ""150 г""}', '{""id"": 13410, ""name"": ""Сахар"", ""amount"": ""3 столовые ложки""}', '{""id"": 13422, ""name"": ""Уксус"", ""amount"": ""2 столовые ложки""}']",1623,117,13
https://img09.rl0.ru/eda/c285x285i/s2.eda.ru/Photos/150615095301-150618143203-p-O-befstroganov.jpg,Бефстроганов,https://eda.ru/recepty/osnovnye-blyuda/befstroganov-33435,1,,6,30 минут,"['{""id"": 13487, ""name"": ""Белые грибы"", ""amount"": ""500 г""}', '{""id"": 16788, ""name"": ""Сметана 30%-ная"", ""amount"": ""150 г""}', '{""id"": 13562, ""name"": ""Сливки 35%-ные"", ""amount"": ""100 мл""}', '{""id"": 13887, ""name"": ""Говяжья вырезка"", ""amount"": ""1 кг""}', '{""id"": 13966, ""name"": ""Говяжий бульон"", ""amount"": ""500 мл""}', '{""id"": 13406, ""name"": ""Белое сухое вино"", ""amount"": ""100 мл""}', '{""id"": 13421, ""name"": ""Соль"", ""amount"": ""по вкусу""}', '{""id"": 13423, ""name"": ""Растительное масло"", ""amount"": ""100 мл""}', '{""id"": 13514, ""name"": ""Дижонская горчица"", ""amount"": ""1 столовая ложка""}', '{""id"": 13420, ""name"": ""Перец черный молотый"", ""amount"": ""по вкусу""}']",3225,116,17
https://img01.rl0.ru/eda/c285x285i/s1.eda.ru/Photos/141020235636-141030152551-p-O-kotleti-fifti-fifti.jpg,Котлеты «Фифти-фифти»,https://eda.ru/recepty/osnovnye-blyuda/kotleti-fifti-fifti-46969,1,Одесская кухня,12,50 минут,"['{""id"": 13544, ""name"": ""Куриное филе"", ""amount"": ""1 кг""}', '{""id"": 13413, ""name"": ""Лук репчатый"", ""amount"": ""1 головка""}', '{""id"": 14591, ""name"": ""Батон"", ""amount"": ""½ штуки""}', '{""id"": 13453, ""name"": ""Молоко"", ""amount"": ""500 мл""}', '{""id"": 16129, ""name"": ""Зеленый лук-резанец "", ""amount"": ""1 пучок""}', '{""id"": 13425, ""name"": ""Укроп"", ""amount"": ""1 пучок""}', '{""id"": 13424, ""name"": ""Петрушка"", ""amount"": ""1 пучок""}', '{""id"": 13630, ""name"": ""Кинза"", ""amount"": ""1 пучок""}', '{""id"": 13423, ""name"": ""Растительное масло"", ""amount"": ""по вкусу""}', '{""id"": 13421, ""name"": ""Соль"", ""amount"": ""по вкусу""}', '{""id"": 13420, ""name"": ""Перец черный молотый"", ""amount"": ""по вкусу""}']",3343,116,8
https://img01.rl0.ru/eda/c285x285i/s1.eda.ru/Photos/130805160644-130813151854-p-O-bifarshe-zapekanka-iz-kartofelnogo-pjure-i-kurinogo-farsha.jpg,Бифарше (запеканка из картофельного пюре и…,https://eda.ru/recepty/osnovnye-blyuda/bifarshe-zapekanka-iz-kartofelnogo-pjure-i-kurinogo-farsha-39107,0,Европейская кухня,5,40 минут,"['{""id"": 13431, ""name"": ""Картофель"", ""amount"": ""1 кг""}', '{""id"": 13765, ""name"": ""Куриный фарш"", ""amount"": ""500 г""}', '{""id"": 15371, ""name"": ""Лук"", ""amount"": ""1 головка""}', '{""id"": 13439, ""name"": ""Помидоры"", ""amount"": ""1 штука""}', '{""id"": 13453, ""name"": ""Молоко"", ""amount"": ""50 мл""}', '{""id"": 13412, ""name"": ""Сливочное масло"", ""amount"": ""50 г""}', '{""id"": 13417, ""name"": ""Тертый сыр пармезан "", ""amount"": ""100 г""}', '{""id"": 13423, ""name"": ""Растительное масло"", ""amount"": ""по вкусу""}', '{""id"": 13418, ""name"": ""Яйцо куриное"", ""amount"": ""1 штука""}', '{""id"": 13421, ""name"": ""Соль"", ""amount"": ""по вкусу""}']",3183,116,11
https://img01.rl0.ru/eda/c285x285i/s1.eda.ru/Photos/120131085403-171117175807-p-O-kartoshka-po-derevenski-v-duhovke.jpg,Картошка по‑деревенски в духовке,https://eda.ru/recepty/osnovnye-blyuda/kartoshka-po-derevenski-v-duhovke-47653,0,Русская кухня,4,40 минут,"['{""id"": 13431, ""name"": ""Картофель"", ""amount"": ""800 г""}', '{""id"": 13423, ""name"": ""Растительное масло"", ""amount"": ""4 столовые ложки""}', '{""id"": 13421, ""name"": ""Соль"", ""amount"": ""1 чайная ложка""}', '{""id"": 13420, ""name"": ""Перец черный молотый"", ""amount"": ""½ чайной ложки""}']",2755,116,13
https://img03.rl0.ru/eda/c285x285i/s2.eda.ru/Photos/110801145243-120618201308-p-O-baklazhani-po-kitajski.jpg,Баклажаны по‑китайски,https://eda.ru/recepty/osnovnye-blyuda/baklazhani-po-kitajski-15677,0,Китайская кухня,4,,"['{""id"": 13471, ""name"": ""Баклажаны"", ""amount"": ""5 штук""}', '{""id"": 13431, ""name"": ""Картофель"", ""amount"": ""3 штуки""}', '{""id"": 13450, ""name"": ""Зеленый перец"", ""amount"": ""2 штуки""}', '{""id"": 13430, ""name"": ""Чеснок"", ""amount"": ""2 зубчика""}', '{""id"": 13551, ""name"": ""Картофельный крахмал"", ""amount"": ""2 столовые ложки""}', '{""id"": 13570, ""name"": ""Соевый соус"", ""amount"": ""по вкусу""}', '{""id"": 13421, ""name"": ""Соль"", ""amount"": ""по вкусу""}']",1845,115,17
https://img03.rl0.ru/eda/c285x285i/s2.eda.ru/Photos/130829212936-130904180250-p-O-zapechennij-svinoj-okorok.jpg,Запеченный свиной окорок,https://eda.ru/recepty/osnovnye-blyuda/zapechennij-svinoj-okorok-17668,0,,6,1 час 10 минут,"['{""id"": 14443, ""name"": ""Свиной окорок"", ""amount"": ""1,5 кг""}', '{""id"": 13430, ""name"": ""Чеснок"", ""amount"": ""6 головок""}', '{""id"": 13513, ""name"": ""Оливковое масло"", ""amount"": ""50 мл""}', '{""id"": 13466, ""name"": ""Тимьян"", ""amount"": ""20 г""}', '{""id"": 13460, ""name"": ""Лавровый лист"", ""amount"": ""8 штук""}', '{""id"": 13421, ""name"": ""Соль"", ""amount"": ""по вкусу""}', '{""id"": 13420, ""name"": ""Перец черный молотый"", ""amount"": ""по вкусу""}']",1856,115,15
https://img01.rl0.ru/eda/c285x285i/s1.eda.ru/Photos/150615095301-150617154613-p-O-kurinoe-frikase-s-uksusom-zelenju.jpg,Куриное фрикасе с уксусом и зеленью,https://eda.ru/recepty/osnovnye-blyuda/kurinoe-frikase-s-uksusom-zelenju-17584,0,Французская кухня,4,1 час,"['{""id"": 13753, ""name"": ""Куриные окорочка"", ""amount"": ""4 штуки""}', '{""id"": 14131, ""name"": ""Куриные бедра"", ""amount"": ""4 штуки""}', '{""id"": 13513, ""name"": ""Оливковое масло"", ""amount"": ""1 столовая ложка""}', '{""id"": 14115, ""name"": ""Красный винный уксус"", ""amount"": ""5 столовых ложек""}', '{""id"": 13412, ""name"": ""Сливочное масло"", ""amount"": ""20 г""}', '{""id"": 13406, ""name"": ""Белое сухое вино"", ""amount"": ""100 мл""}', '{""id"": 13430, ""name"": ""Чеснок"", ""amount"": ""4 зубчика""}', '{""id"": 13439, ""name"": ""Помидоры"", ""amount"": ""1 штука""}', '{""id"": 13619, ""name"": ""Листья эстрагона"", ""amount"": ""20 г""}', '{""id"": 13424, ""name"": ""Петрушка"", ""amount"": ""20 г""}', '{""id"": 13421, ""name"": ""Соль"", ""amount"": ""по вкусу""}', '{""id"": 13420, ""name"": ""Перец черный молотый"", ""amount"": ""по вкусу""}']",1764,115,10
https://img03.rl0.ru/eda/c285x285i/s2.eda.ru/Photos/120131082141-170407205458-p-O-kurinie-nozhki-s-kunzhutom-po-vostochnomu.jpg,Куриные ножки с кунжутом по‑восточному,https://eda.ru/recepty/osnovnye-blyuda/kurinie-nozhki-s-kunzhutom-po-vostochnomu-33300,0,,3,40 минут,"['{""id"": 15520, ""name"": ""Кунжут"", ""amount"": ""4 столовые ложки""}', '{""id"": 13570, ""name"": ""Соевый соус"", ""amount"": ""5 столовых ложек""}', '{""id"": 14843, ""name"": ""Куриная голень"", ""amount"": ""6 штук""}', '{""id"": 13410, ""name"": ""Сахар"", ""amount"": ""1 чайная ложка""}', '{""id"": 13423, ""name"": ""Растительное масло"", ""amount"": ""2 столовые ложки""}']",1953,115,13
https://img09.rl0.ru/eda/c285x285i/s2.eda.ru/Photos/120420200719-120424122649-p-O-gorbusha-zapechennaja-v-folge.jpg,"Горбуша, запеченная в фольге",https://eda.ru/recepty/osnovnye-blyuda/gorbusha-zapechennaja-v-folge-31079,0,Европейская кухня,6,40 минут,"['{""id"": 15707, ""name"": ""Горбуша"", ""amount"": ""1 штука""}', '{""id"": 13421, ""name"": ""Соль"", ""amount"": ""по вкусу""}', '{""id"": 13482, ""name"": ""Лимонный сок"", ""amount"": ""3 столовые ложки""}', '{""id"": 13420, ""name"": ""Перец черный молотый"", ""amount"": ""по вкусу""}', '{""id"": 13965, ""name"": ""Твердый сыр"", ""amount"": ""300 г""}', '{""id"": 15289, ""name"": ""Легкий майонез"", ""amount"": ""5 столовых ложек""}']",2811,114,14
https://img01.rl0.ru/eda/c285x285i/s2.eda.ru/Photos/120131085434-121221150846-p-O-tushenij-kartofel-s-tushenkoj-i-zelenju.jpg,Тушеный картофель с тушенкой и зеленью,https://eda.ru/recepty/osnovnye-blyuda/tushenij-kartofel-s-tushenkoj-i-zelenju-35175,0,Русская кухня,4,45 минут,"['{""id"": 13431, ""name"": ""Картофель"", ""amount"": ""8 штук""}', '{""id"": 13719, ""name"": ""Тушенка"", ""amount"": ""1 банка""}', '{""id"": 13413, ""name"": ""Лук репчатый"", ""amount"": ""1 головка""}', '{""id"": 13430, ""name"": ""Чеснок"", ""amount"": ""1 зубчик""}', '{""id"": 13449, ""name"": ""Морковь"", ""amount"": ""1 штука""}', '{""id"": 13520, ""name"": ""Томатная паста "", ""amount"": ""1 столовая ложка""}', '{""id"": 13586, ""name"": ""Зелень"", ""amount"": ""по вкусу""}', '{""id"": 13421, ""name"": ""Соль"", ""amount"": ""по вкусу""}', '{""id"": 13420, ""name"": ""Перец черный молотый"", ""amount"": ""по вкусу""}', '{""id"": 13412, ""name"": ""Сливочное масло"", ""amount"": ""1 столовая ложка""}', '{""id"": 13423, ""name"": ""Растительное масло"", ""amount"": ""1 столовая ложка""}']",1445,114,6
https://img05.rl0.ru/eda/c285x285i/s1.eda.ru/Photos/120131083524-120214132615-p-O-konkiloni-s-farshem.jpg,Конкильони с фаршем,https://eda.ru/recepty/osnovnye-blyuda/konkiloni-s-farshem-25291,0,Итальянская кухня,2,35 минут,"['{""id"": 13680, ""name"": ""Фарш"", ""amount"": ""200 г""}', '{""id"": 16065, ""name"": ""Паста конкильони"", ""amount"": ""15 штук""}', '{""id"": 13485, ""name"": ""Сметана"", ""amount"": ""100 г""}', '{""id"": 15464, ""name"": ""Тертый сыр"", ""amount"": ""100 г""}', '{""id"": 14119, ""name"": ""Сливки 10%-ные"", ""amount"": ""200 мл""}', '{""id"": 15029, ""name"": ""Мелко рубленный чеснок"", ""amount"": ""2 чайные ложки""}', '{""id"": 16156, ""name"": ""Сушеная зелень"", ""amount"": ""3 чайные ложки""}']",2188,113,13
https://img05.rl0.ru/eda/c285x285i/s2.eda.ru/Photos/160312155529-160320221800-p-O-russkoe-zharkoe-s-govjadinoj.jpg,Русское жаркое с говядиной,https://eda.ru/recepty/osnovnye-blyuda/russkoe-zharkoe-s-govjadinoj-16135,0,Русская кухня,4,,"['{""id"": 13469, ""name"": ""Говядина"", ""amount"": ""300 г""}', '{""id"": 13431, ""name"": ""Картофель"", ""amount"": ""5 штук""}', '{""id"": 13412, ""name"": ""Сливочное масло"", ""amount"": ""2 столовые ложки""}', '{""id"": 14021, ""name"": ""Белый лук"", ""amount"": ""1 штука""}', '{""id"": 13449, ""name"": ""Морковь"", ""amount"": ""1 штука""}', '{""id"": 13430, ""name"": ""Чеснок"", ""amount"": ""1 зубчик""}', '{""id"": 13424, ""name"": ""Петрушка"", ""amount"": ""по вкусу""}', '{""id"": 13485, ""name"": ""Сметана"", ""amount"": ""1 столовая ложка""}', '{""id"": 13425, ""name"": ""Укроп"", ""amount"": ""по вкусу""}', '{""id"": 13421, ""name"": ""Соль"", ""amount"": ""по вкусу""}', '{""id"": 13420, ""name"": ""Перец черный молотый"", ""amount"": ""по вкусу""}']",2630,112,7
https://img01.rl0.ru/eda/c285x285i/s1.eda.ru/Photos/120131083714-120213181933-p-O-dorada-na-pomidorah-s-kartofelem.jpg,Дорада на помидорах с картофелем,https://eda.ru/recepty/osnovnye-blyuda/dorada-na-pomidorah-s-kartofelem-19157,0,Европейская кухня,2,1 час,"['{""id"": 14397, ""name"": ""Дорадо"", ""amount"": ""2 штуки""}', '{""id"": 13439, ""name"": ""Помидоры"", ""amount"": ""300 г""}', '{""id"": 13413, ""name"": ""Лук репчатый"", ""amount"": ""1 головка""}', '{""id"": 13430, ""name"": ""Чеснок"", ""amount"": ""2 зубчика""}', '{""id"": 14298, ""name"": ""Свежий розмарин "", ""amount"": ""2 стебля""}', '{""id"": 13513, ""name"": ""Оливковое масло"", ""amount"": ""5 столовых ложек""}', '{""id"": 13424, ""name"": ""Петрушка"", ""amount"": ""1 пучок""}']",1909,110,5
